timestamp,energy_kwh,temp_celsius,load_percentage
1/28/2023 5:00 AM,43.15,26.65,50.3
1/28/2023 5:00 PM,29.03,17.16,65.5
1/28/2023 6:00 AM,47.11,27.17,25.5
1/28/2023 6:00 PM,28.41,16.5,28.4
1/28/2023 7:00 AM,44.34,26.68,78.7
1/28/2023 7:00 PM,30.45,16.92,19.4
1/28/2023 8:00 AM,43.5,26.41,64.2
1/28/2023 8:00 PM,27.1,18.09,23.2
1/28/2023 9:00 AM,42.2,26.19,77.0
1/28/2023 9:00 PM,32.12,18.74,10.2
1/29/2023 10:00 AM,40.3,24.05,51.5
1/29/2023 10:00 PM,33.53,19.56,53.3
1/29/2023 11:00 AM,39.39,23.46,58.6
1/29/2023 11:00 PM,34.57,21.68,65.7
1/29/2023 12:00 AM,36.38,21.8,51.2
1/29/2023 12:00 PM,35.62,21.41,29.6
1/29/2023 1:00 AM,38.43,22.83,22.9
1/29/2023 1:00 PM,35.49,21.3,14.6
1/29/2023 2:00 AM,39.33,25.31,16.7
1/29/2023 2:00 PM,32.62,19.27,41.3
1/29/2023 3:00 AM,41.63,25.37,11.5
1/29/2023 3:00 PM,30.84,18.57,28.7
1/29/2023 4:00 AM,42.58,26.94,23.3
1/29/2023 4:00 PM,30.66,17.81,27.6
1/29/2023 5:00 AM,46.25,27.59,81.3
1/29/2023 5:00 PM,29.61,17.04,86.8
1/29/2023 6:00 AM,45.72,27.5,29.3
1/29/2023 6:00 PM,28.54,17.29,59.3
1/29/2023 7:00 AM,45.79,26.61,38.3
1/29/2023 7:00 PM,30.34,16.93,54.6
1/29/2023 8:00 AM,44.45,26.53,18.4
1/29/2023 8:00 PM,28.91,18.11,43.3
1/29/2023 9:00 AM,41.34,25.52,27.8
1/29/2023 9:00 PM,31.89,17.79,44.3
1/3/2023 10:00 AM,34.91,24.77,13.7
1/3/2023 10:00 PM,27.06,19.48,77.4
1/3/2023 11:00 AM,33.64,23.11,32.1
1/3/2023 11:00 PM,30.18,20.94,35.1
1/3/2023 12:00 AM,30.82,22.74,31.7
1/3/2023 12:00 PM,30.12,22.39,66.6
1/3/2023 1:00 AM,30.8,23.98,49.7
1/3/2023 1:00 PM,28.35,19.28,15.0
1/3/2023 2:00 AM,34.82,24.19,32.7
1/3/2023 2:00 PM,25.51,20.07,77.1
1/3/2023 3:00 AM,35.78,25.73,20.7
1/3/2023 3:00 PM,23.78,17.59,10.3
1/3/2023 4:00 AM,36.77,26.58,60.4
1/3/2023 4:00 PM,24.52,17.49,29.7
1/3/2023 5:00 AM,38.87,26.96,14.3
1/3/2023 5:00 PM,24.28,16.61,69.3
1/3/2023 6:00 AM,39.57,26.72,69.9
1/3/2023 6:00 PM,22.59,16.35,35.3
1/3/2023 7:00 AM,39.21,26.49,35.4
1/3/2023 7:00 PM,23.95,17.75,18.2
1/3/2023 8:00 AM,36.65,26.32,10.0
1/3/2023 8:00 PM,24.11,17.44,38.8
1/3/2023 9:00 AM,35.92,26.12,50.9
1/3/2023 9:00 PM,24.39,18.64,31.6
1/30/2023 10:00 AM,39.78,24.84,37.0
1/30/2023 10:00 PM,32.82,19.85,47.9
1/30/2023 11:00 AM,40.9,24.24,21.4
1/30/2023 11:00 PM,35.06,20.49,54.9
1/30/2023 12:00 AM,37.29,21.5,66.2
1/30/2023 12:00 PM,35.0,21.93,65.4
1/30/2023 1:00 AM,37.79,22.96,23.7
1/30/2023 1:00 PM,36.72,20.22,26.5
1/30/2023 2:00 AM,41.9,24.76,50.0
1/30/2023 2:00 PM,33.31,20.05,41.3
1/30/2023 3:00 AM,42.46,25.63,43.0
1/30/2023 3:00 PM,31.36,18.4,81.7
1/30/2023 4:00 AM,43.41,26.51,79.6
1/30/2023 4:00 PM,29.65,16.58,26.3
1/30/2023 5:00 AM,45.79,27.07,60.5
1/30/2023 5:00 PM,29.8,17.59,50.6
1/30/2023 6:00 AM,44.32,27.32,52.6
1/30/2023 6:00 PM,29.1,16.73,43.5
1/30/2023 7:00 AM,43.35,27.38,19.2
1/30/2023 7:00 PM,30.53,17.13,11.4
1/30/2023 8:00 AM,42.41,26.54,58.5
1/30/2023 8:00 PM,30.35,17.84,73.4
1/30/2023 9:00 AM,43.31,25.41,19.4
1/30/2023 9:00 PM,31.66,18.56,15.5
1/31/2023 10:00 AM,41.5,24.39,36.7
1/31/2023 10:00 PM,32.8,19.54,15.4
1/31/2023 11:00 AM,38.4,23.12,73.3
1/31/2023 11:00 PM,35.39,21.29,80.2
1/31/2023 12:00 AM,37.51,22.26,60.3
1/31/2023 12:00 PM,37.73,21.99,46.1
1/31/2023 1:00 AM,37.57,23.16,65.1
1/31/2023 1:00 PM,33.56,20.55,24.7
1/31/2023 2:00 AM,39.87,24.87,30.3
1/31/2023 2:00 PM,34.37,19.9,78.4
1/31/2023 3:00 AM,43.63,25.84,10.8
1/31/2023 3:00 PM,32.17,17.66,80.6
1/31/2023 4:00 AM,44.34,25.86,67.9
1/31/2023 4:00 PM,30.69,17.14,47.3
1/31/2023 5:00 AM,44.79,27.37,52.9
1/31/2023 5:00 PM,30.63,16.64,16.1
1/31/2023 6:00 AM,45.28,26.73,76.9
1/31/2023 6:00 PM,31.05,17.48,41.0
1/31/2023 7:00 AM,45.34,27.23,75.7
1/31/2023 7:00 PM,30.68,18.03,74.3
1/31/2023 8:00 AM,43.67,26.51,77.5
1/31/2023 8:00 PM,28.63,17.62,82.1
1/31/2023 9:00 AM,42.17,26.45,48.8
1/31/2023 9:00 PM,30.47,18.38,26.3
1/4/2023 10:00 AM,36.3,24.34,60.6
1/4/2023 10:00 PM,26.55,19.87,72.5
1/4/2023 11:00 AM,32.38,24.33,66.3
1/4/2023 11:00 PM,27.42,20.67,61.5
1/4/2023 12:00 AM,30.68,22.04,73.1
1/4/2023 12:00 PM,30.03,22.19,10.3
1/4/2023 1:00 AM,34.37,22.65,81.3
1/4/2023 1:00 PM,28.28,20.92,23.4
1/4/2023 2:00 AM,32.12,25.0,44.7
1/4/2023 2:00 PM,27.78,20.02,67.0
1/4/2023 3:00 AM,37.23,25.29,82.8
1/4/2023 3:00 PM,25.54,18.58,63.3
1/4/2023 4:00 AM,37.78,25.55,40.2
1/4/2023 4:00 PM,23.42,17.54,87.3
1/4/2023 5:00 AM,38.2,26.62,87.1
1/4/2023 5:00 PM,23.68,17.07,70.9
1/4/2023 6:00 AM,38.87,27.75,17.1
1/4/2023 6:00 PM,23.0,16.96,86.1
1/4/2023 7:00 AM,36.53,27.25,65.0
1/4/2023 7:00 PM,24.15,17.15,66.2
1/4/2023 8:00 AM,37.51,26.16,49.5
1/4/2023 8:00 PM,23.29,18.03,33.8
1/4/2023 9:00 AM,36.82,25.36,41.0
1/4/2023 9:00 PM,24.95,18.49,18.4
1/5/2023 10:00 AM,36.95,24.81,71.4
1/5/2023 10:00 PM,28.32,19.6,20.9
1/5/2023 11:00 AM,33.32,22.77,43.3
1/5/2023 11:00 PM,29.87,21.23,62.1
1/5/2023 12:00 AM,31.26,22.04,13.9
1/5/2023 12:00 PM,31.34,21.69,75.8
1/5/2023 1:00 AM,33.3,22.29,38.8
1/5/2023 1:00 PM,28.95,21.66,78.0
1/5/2023 2:00 AM,34.99,24.96,86.5
1/5/2023 2:00 PM,25.18,19.4,27.0
1/5/2023 3:00 AM,36.41,25.71,50.0
1/5/2023 3:00 PM,25.43,18.57,62.6
1/5/2023 4:00 AM,36.51,26.83,44.6
1/5/2023 4:00 PM,24.25,18.1,47.8
1/5/2023 5:00 AM,38.32,25.38,46.6
1/5/2023 5:00 PM,25.87,17.42,80.4
1/5/2023 6:00 AM,38.68,28.04,26.7
1/5/2023 6:00 PM,22.95,17.08,27.3
1/5/2023 7:00 AM,37.96,26.76,39.5
1/5/2023 7:00 PM,23.72,17.35,64.2
1/5/2023 8:00 AM,37.81,26.88,39.6
1/5/2023 8:00 PM,24.2,18.87,58.6
1/5/2023 9:00 AM,37.11,25.02,14.2
1/5/2023 9:00 PM,24.34,18.44,33.6
1/6/2023 10:00 AM,33.75,24.66,18.9
1/6/2023 10:00 PM,25.81,19.42,52.5
1/6/2023 11:00 AM,33.45,23.51,51.3
1/6/2023 11:00 PM,29.54,20.77,57.6
1/6/2023 12:00 AM,31.99,22.55,69.1
1/6/2023 12:00 PM,30.26,22.81,31.4
1/6/2023 1:00 AM,32.37,23.89,35.3
1/6/2023 1:00 PM,29.73,20.93,76.8
1/6/2023 2:00 AM,36.62,24.82,61.6
1/6/2023 2:00 PM,26.42,19.38,11.2
1/6/2023 3:00 AM,35.49,24.96,41.6
1/6/2023 3:00 PM,27.24,18.95,40.3
1/6/2023 4:00 AM,38.76,27.15,67.1
1/6/2023 4:00 PM,23.65,18.26,37.0
1/6/2023 5:00 AM,41.17,26.26,25.9
1/6/2023 5:00 PM,23.32,16.56,11.5
1/6/2023 6:00 AM,38.27,27.15,81.2
1/6/2023 6:00 PM,24.19,17.3,19.9
1/6/2023 7:00 AM,38.43,26.45,33.0
1/6/2023 7:00 PM,22.43,17.52,43.1
1/6/2023 8:00 AM,38.31,26.3,39.4
1/6/2023 8:00 PM,24.7,17.52,49.4
1/6/2023 9:00 AM,36.44,25.7,14.6
1/6/2023 9:00 PM,27.06,19.15,42.3
1/7/2023 10:00 AM,35.83,25.32,20.0
1/7/2023 10:00 PM,28.48,20.19,10.1
1/7/2023 11:00 AM,32.91,23.8,11.4
1/7/2023 11:00 PM,31.5,20.99,34.0
1/7/2023 12:00 AM,31.7,21.91,10.8
1/7/2023 12:00 PM,33.43,21.66,71.6
1/7/2023 1:00 AM,34.3,23.3,47.1
1/7/2023 1:00 PM,29.97,21.83,74.6
1/7/2023 2:00 AM,34.22,23.95,87.1
1/7/2023 2:00 PM,26.39,19.99,19.6
1/7/2023 3:00 AM,35.81,24.82,51.5
1/7/2023 3:00 PM,26.59,18.3,31.2
1/7/2023 4:00 AM,38.93,27.13,64.2
1/7/2023 4:00 PM,23.7,16.42,11.4
1/7/2023 5:00 AM,39.51,26.41,34.9
1/7/2023 5:00 PM,24.67,18.32,33.5
1/7/2023 6:00 AM,39.75,26.5,71.9
1/7/2023 6:00 PM,24.78,16.31,71.9
1/7/2023 7:00 AM,39.58,25.75,71.8
1/7/2023 7:00 PM,23.08,16.35,51.4
1/7/2023 8:00 AM,37.77,26.01,51.7
1/7/2023 8:00 PM,25.68,18.18,37.8
1/7/2023 9:00 AM,37.42,24.87,88.1
1/7/2023 9:00 PM,26.41,19.68,39.7
1/8/2023 10:00 AM,35.52,24.01,15.3
1/8/2023 10:00 PM,27.45,19.55,87.0
1/8/2023 11:00 AM,36.58,22.74,28.3
1/8/2023 11:00 PM,30.7,20.04,16.0
1/8/2023 12:00 AM,31.43,22.3,61.7
1/8/2023 12:00 PM,32.43,22.09,29.7
1/8/2023 1:00 AM,33.01,23.72,87.9
1/8/2023 1:00 PM,28.88,21.4,48.7
1/8/2023 2:00 AM,34.81,24.88,77.8
1/8/2023 2:00 PM,26.75,19.96,69.8
1/8/2023 3:00 AM,36.55,25.68,11.9
1/8/2023 3:00 PM,26.66,17.68,47.9
1/8/2023 4:00 AM,38.57,26.38,81.9
1/8/2023 4:00 PM,24.69,17.18,14.6
1/8/2023 5:00 AM,39.8,26.8,72.7
1/8/2023 5:00 PM,24.84,17.64,86.6
1/8/2023 6:00 AM,40.02,26.62,72.4
1/8/2023 6:00 PM,24.33,16.51,85.4
1/8/2023 7:00 AM,40.3,26.69,46.6
1/8/2023 7:00 PM,24.07,17.06,72.8
1/8/2023 8:00 AM,38.7,25.48,41.8
1/8/2023 8:00 PM,24.11,17.94,89.3
1/8/2023 9:00 AM,38.88,25.49,34.2
1/8/2023 9:00 PM,24.72,17.98,53.6
1/9/2023 10:00 AM,37.1,24.56,41.1
1/9/2023 10:00 PM,27.82,19.35,60.5
1/9/2023 11:00 AM,35.15,23.57,63.9
1/9/2023 11:00 PM,30.84,21.33,45.8
1/9/2023 12:00 AM,32.13,21.7,39.3
1/9/2023 12:00 PM,30.66,22.02,30.8
1/9/2023 1:00 AM,32.75,23.45,28.0
1/9/2023 1:00 PM,29.04,20.73,37.6
1/9/2023 2:00 AM,36.11,23.7,25.7
1/9/2023 2:00 PM,28.58,19.15,83.4
1/9/2023 3:00 AM,37.99,25.76,21.3
1/9/2023 3:00 PM,26.93,18.13,33.2
1/9/2023 4:00 AM,38.0,26.32,59.8
1/9/2023 4:00 PM,25.67,16.97,47.6
1/9/2023 5:00 AM,39.85,27.11,72.5
1/9/2023 5:00 PM,28.22,18.05,81.2
1/9/2023 6:00 AM,40.04,27.11,56.3
1/9/2023 6:00 PM,24.67,16.38,66.6
1/9/2023 7:00 AM,38.57,27.51,21.8
1/9/2023 7:00 PM,25.52,16.82,15.0
1/9/2023 8:00 AM,39.29,26.39,74.9
1/9/2023 8:00 PM,26.15,17.31,21.8
1/9/2023 9:00 AM,38.23,25.32,60.9
1/9/2023 9:00 PM,27.12,18.91,10.6
2/1/2023 10:00 AM,40.59,24.76,54.7
2/1/2023 10:00 PM,33.63,20.59,27.4
2/1/2023 11:00 AM,42.25,23.98,35.7
2/1/2023 11:00 PM,37.37,20.62,62.9
2/1/2023 12:00 AM,37.96,21.54,41.2
2/1/2023 12:00 PM,38.05,21.93,27.6
2/1/2023 1:00 AM,38.79,23.41,53.3
2/1/2023 1:00 PM,35.68,21.18,38.0
2/1/2023 2:00 AM,41.65,24.99,87.4
2/1/2023 2:00 PM,32.72,20.31,39.8
2/1/2023 3:00 AM,42.37,25.79,15.3
2/1/2023 3:00 PM,32.63,19.12,15.5
2/1/2023 4:00 AM,43.8,26.42,61.9
2/1/2023 4:00 PM,30.1,18.49,39.6
2/1/2023 5:00 AM,43.81,27.33,15.9
2/1/2023 5:00 PM,30.0,17.54,47.1
2/1/2023 6:00 AM,44.58,25.65,40.0
2/1/2023 6:00 PM,32.18,17.04,67.8
2/1/2023 7:00 AM,43.89,27.17,74.3
2/1/2023 7:00 PM,29.81,16.37,62.5
2/1/2023 8:00 AM,43.47,26.0,44.7
2/1/2023 8:00 PM,31.86,17.55,66.7
2/1/2023 9:00 AM,44.24,24.62,89.8
2/1/2023 9:00 PM,31.29,18.04,10.7
2/10/2023 10:00 AM,43.83,24.8,15.7
2/10/2023 10:00 PM,34.85,19.19,32.3
2/10/2023 11:00 AM,41.1,21.82,26.9
2/10/2023 11:00 PM,37.71,21.14,73.9
2/10/2023 12:00 AM,40.24,21.97,77.8
2/10/2023 12:00 PM,40.56,22.33,28.3
2/10/2023 1:00 AM,43.01,23.44,15.0
2/10/2023 1:00 PM,37.01,20.8,47.5
2/10/2023 2:00 AM,43.82,24.76,36.8
2/10/2023 2:00 PM,35.29,19.49,31.5
2/10/2023 3:00 AM,46.0,25.86,15.4
2/10/2023 3:00 PM,32.2,18.27,18.1
2/10/2023 4:00 AM,46.48,26.61,88.0
2/10/2023 4:00 PM,32.38,18.23,23.4
2/10/2023 5:00 AM,48.82,26.87,75.4
2/10/2023 5:00 PM,29.62,17.64,21.8
2/10/2023 6:00 AM,46.98,26.9,78.2
2/10/2023 6:00 PM,30.2,16.61,87.8
2/10/2023 7:00 AM,49.2,26.75,85.0
2/10/2023 7:00 PM,32.82,17.37,70.7
2/10/2023 8:00 AM,46.57,26.23,16.8
2/10/2023 8:00 PM,33.66,17.18,87.4
2/10/2023 9:00 AM,43.92,26.1,40.8
2/10/2023 9:00 PM,34.58,17.77,45.2
2/11/2023 10:00 AM,42.94,24.68,21.8
2/11/2023 11:00 AM,41.74,23.83,37.4
2/11/2023 12:00 AM,39.84,22.48,36.1
2/11/2023 12:00 PM,41.76,21.99,79.2
2/11/2023 1:00 AM,40.76,23.55,34.0
2/11/2023 1:00 PM,38.54,20.26,22.4
2/11/2023 2:00 AM,45.36,24.86,28.6
2/11/2023 2:00 PM,35.41,19.42,16.6
2/11/2023 3:00 AM,46.4,25.79,20.4
2/11/2023 3:00 PM,34.91,18.09,48.8
2/11/2023 4:00 AM,46.59,26.01,30.5
2/11/2023 5:00 AM,47.64,27.05,38.4
2/11/2023 6:00 AM,48.11,27.4,63.9
2/11/2023 7:00 AM,45.6,27.21,15.0
2/11/2023 8:00 AM,46.6,26.92,26.8
2/11/2023 9:00 AM,44.9,25.89,74.7
2/2/2023 10:00 AM,41.71,24.29,74.2
2/2/2023 10:00 PM,34.33,18.56,57.8
2/2/2023 11:00 AM,40.48,22.95,51.4
2/2/2023 11:00 PM,36.05,20.76,62.3
2/2/2023 12:00 AM,37.05,22.06,48.7
2/2/2023 12:00 PM,37.98,21.3,21.2
2/2/2023 1:00 AM,41.57,23.57,10.4
2/2/2023 1:00 PM,34.4,20.66,63.7
2/2/2023 2:00 AM,42.41,24.52,74.4
2/2/2023 2:00 PM,34.2,18.75,59.6
2/2/2023 3:00 AM,42.8,26.38,71.8
2/2/2023 3:00 PM,32.78,18.84,69.4
2/2/2023 4:00 AM,45.28,26.02,53.9
2/2/2023 4:00 PM,31.47,17.71,23.6
2/2/2023 5:00 AM,46.43,26.93,15.3
2/2/2023 5:00 PM,31.2,16.44,25.6
2/2/2023 6:00 AM,46.36,26.63,71.3
2/2/2023 6:00 PM,30.69,16.85,81.2
2/2/2023 7:00 AM,43.91,26.17,56.7
2/2/2023 7:00 PM,30.6,16.79,70.0
2/2/2023 8:00 AM,43.96,26.02,72.6
2/2/2023 8:00 PM,30.88,17.83,82.7
2/2/2023 9:00 AM,43.18,25.52,70.1
2/2/2023 9:00 PM,30.57,19.13,70.7
2/3/2023 10:00 AM,42.12,24.15,27.2
2/3/2023 10:00 PM,35.17,19.37,65.4
2/3/2023 11:00 AM,39.64,22.54,44.0
2/3/2023 11:00 PM,34.59,20.26,31.1
2/3/2023 12:00 AM,38.19,21.92,81.1
2/3/2023 12:00 PM,37.61,21.1,82.6
2/3/2023 1:00 AM,38.72,23.63,56.3
2/3/2023 1:00 PM,35.67,19.91,50.6
2/3/2023 2:00 AM,40.86,24.61,60.6
2/3/2023 2:00 PM,34.28,19.63,25.0
2/3/2023 3:00 AM,44.66,25.16,22.5
2/3/2023 3:00 PM,31.93,18.72,16.2
2/3/2023 4:00 AM,44.85,26.17,47.9
2/3/2023 4:00 PM,32.41,16.88,65.7
2/3/2023 5:00 AM,46.38,26.43,67.3
2/3/2023 5:00 PM,29.47,17.62,40.6
2/3/2023 6:00 AM,46.01,27.54,31.7
2/3/2023 6:00 PM,29.91,16.76,75.7
2/3/2023 7:00 AM,45.75,26.84,26.2
2/3/2023 7:00 PM,29.94,17.24,62.8
2/3/2023 8:00 AM,45.87,27.28,35.1
2/3/2023 8:00 PM,32.64,18.48,73.7
2/3/2023 9:00 AM,43.15,25.51,29.3
2/3/2023 9:00 PM,32.67,18.91,31.8
2/4/2023 10:00 AM,43.84,23.95,75.2
2/4/2023 10:00 PM,35.36,19.48,29.5
2/4/2023 11:00 AM,39.82,24.0,72.2
2/4/2023 11:00 PM,36.11,20.6,54.6
2/4/2023 12:00 AM,38.43,20.92,85.1
2/4/2023 12:00 PM,37.86,21.95,70.9
2/4/2023 1:00 AM,41.13,22.93,60.9
2/4/2023 1:00 PM,35.94,20.72,25.0
2/4/2023 2:00 AM,42.26,24.39,36.0
2/4/2023 2:00 PM,32.96,19.85,17.1
2/4/2023 3:00 AM,44.91,25.04,31.6
2/4/2023 3:00 PM,31.73,18.58,65.9
2/4/2023 4:00 AM,44.61,26.26,25.3
2/4/2023 4:00 PM,30.39,18.15,39.5
2/4/2023 5:00 AM,47.35,26.87,65.6
2/4/2023 5:00 PM,29.83,17.31,44.6
2/4/2023 6:00 AM,48.52,26.89,27.5
2/4/2023 6:00 PM,30.31,16.69,12.5
2/4/2023 7:00 AM,45.59,26.5,57.6
2/4/2023 7:00 PM,30.86,17.35,30.8
2/4/2023 8:00 AM,44.72,26.41,31.2
2/4/2023 8:00 PM,32.98,17.1,12.7
2/4/2023 9:00 AM,45.36,25.76,63.0
2/4/2023 9:00 PM,31.71,18.52,80.3
2/5/2023 10:00 AM,41.88,24.18,29.9
2/5/2023 10:00 PM,36.17,19.9,42.9
2/5/2023 11:00 AM,40.03,24.18,56.1
2/5/2023 11:00 PM,38.36,19.83,20.4
2/5/2023 12:00 AM,38.35,21.94,13.1
2/5/2023 12:00 PM,37.88,21.4,15.4
2/5/2023 1:00 AM,41.16,22.35,63.3
2/5/2023 1:00 PM,37.65,21.17,17.6
2/5/2023 2:00 AM,41.3,24.23,35.8
2/5/2023 2:00 PM,35.96,20.0,89.9
2/5/2023 3:00 AM,44.47,25.58,81.8
2/5/2023 3:00 PM,32.32,18.13,36.1
2/5/2023 4:00 AM,45.53,26.41,81.0
2/5/2023 4:00 PM,30.8,18.37,69.9
2/5/2023 5:00 AM,46.67,26.32,36.0
2/5/2023 5:00 PM,31.31,17.05,74.5
2/5/2023 6:00 AM,46.75,27.63,82.1
2/5/2023 6:00 PM,30.03,17.14,78.6
2/5/2023 7:00 AM,48.65,26.4,89.7
2/5/2023 7:00 PM,31.5,17.3,89.8
2/5/2023 8:00 AM,44.77,26.81,76.0
2/5/2023 8:00 PM,31.87,17.6,29.3
2/5/2023 9:00 AM,43.62,25.75,77.6
2/5/2023 9:00 PM,31.44,18.87,13.2
2/6/2023 10:00 AM,42.71,25.16,71.0
2/6/2023 10:00 PM,35.44,19.1,66.6
2/6/2023 11:00 AM,42.62,23.99,13.1
2/6/2023 11:00 PM,36.44,20.92,41.1
2/6/2023 12:00 AM,38.03,22.65,11.8
2/6/2023 12:00 PM,38.24,21.72,77.0
2/6/2023 1:00 AM,40.33,22.46,38.8
2/6/2023 1:00 PM,36.92,20.6,59.6
2/6/2023 2:00 AM,42.95,25.02,72.7
2/6/2023 2:00 PM,34.76,18.66,55.1
2/6/2023 3:00 AM,44.66,26.1,55.3
2/6/2023 3:00 PM,34.32,18.06,60.0
2/6/2023 4:00 AM,46.27,25.78,35.0
2/6/2023 4:00 PM,34.4,18.15,79.2
2/6/2023 5:00 AM,48.43,26.62,62.3
2/6/2023 5:00 PM,30.55,17.98,57.0
2/6/2023 6:00 AM,46.52,26.45,28.6
2/6/2023 6:00 PM,30.33,16.38,56.5
2/6/2023 7:00 AM,45.64,26.72,11.2
2/6/2023 7:00 PM,32.15,16.87,89.3
2/6/2023 8:00 AM,44.27,26.18,71.1
2/6/2023 8:00 PM,32.59,17.66,70.5
2/6/2023 9:00 AM,43.66,25.93,59.9
2/6/2023 9:00 PM,35.04,18.6,45.4
2/7/2023 10:00 AM,44.19,24.78,74.4
2/7/2023 10:00 PM,34.79,20.37,65.8
2/7/2023 11:00 AM,40.24,23.15,67.2
2/7/2023 11:00 PM,37.26,21.82,61.9
2/7/2023 12:00 AM,39.47,21.76,28.3
2/7/2023 12:00 PM,39.37,22.35,57.5
2/7/2023 1:00 AM,42.07,23.29,57.7
2/7/2023 1:00 PM,36.55,20.54,14.3
2/7/2023 2:00 AM,43.72,24.77,84.3
2/7/2023 2:00 PM,35.05,20.09,46.4
2/7/2023 3:00 AM,45.07,25.54,84.3
2/7/2023 3:00 PM,34.65,18.65,64.0
2/7/2023 4:00 AM,46.91,26.11,37.4
2/7/2023 4:00 PM,32.3,17.62,64.2
2/7/2023 5:00 AM,47.83,26.77,52.2
2/7/2023 5:00 PM,31.37,17.39,39.8
2/7/2023 6:00 AM,48.32,26.96,26.9
2/7/2023 6:00 PM,29.7,16.21,85.3
2/7/2023 7:00 AM,47.33,26.64,89.7
2/7/2023 7:00 PM,32.09,16.61,23.4
2/7/2023 8:00 AM,45.72,26.2,88.5
2/7/2023 8:00 PM,32.8,17.07,50.0
2/7/2023 9:00 AM,44.77,26.33,62.0
2/7/2023 9:00 PM,35.6,18.54,65.3
2/8/2023 10:00 AM,43.35,23.96,11.5
2/8/2023 10:00 PM,35.78,20.82,32.2
2/8/2023 11:00 AM,40.6,23.41,72.3
2/8/2023 11:00 PM,36.78,19.95,83.7
2/8/2023 12:00 AM,39.37,22.32,32.0
2/8/2023 12:00 PM,40.44,23.04,58.8
2/8/2023 1:00 AM,42.78,23.54,22.5
2/8/2023 1:00 PM,35.66,20.25,66.0
2/8/2023 2:00 AM,43.04,23.6,60.9
2/8/2023 2:00 PM,34.7,18.23,77.1
2/8/2023 3:00 AM,45.09,25.26,57.9
2/8/2023 3:00 PM,33.99,18.32,74.2
2/8/2023 4:00 AM,46.7,25.94,24.3
2/8/2023 4:00 PM,33.92,18.22,86.9
2/8/2023 5:00 AM,47.08,26.52,66.4
2/8/2023 5:00 PM,31.5,18.15,52.9
2/8/2023 6:00 AM,46.73,26.92,46.4
2/8/2023 6:00 PM,30.74,16.39,49.1
2/8/2023 7:00 AM,47.11,26.59,63.4
2/8/2023 7:00 PM,33.46,17.42,42.2
2/8/2023 8:00 AM,47.2,25.34,77.0
2/8/2023 8:00 PM,30.94,17.44,22.3
2/8/2023 9:00 AM,43.84,25.91,23.6
2/8/2023 9:00 PM,31.47,18.41,55.8
2/9/2023 10:00 AM,41.93,24.69,62.7
2/9/2023 10:00 PM,36.15,20.03,87.9
2/9/2023 11:00 AM,40.85,23.28,26.9
2/9/2023 11:00 PM,37.97,20.82,47.2
2/9/2023 12:00 AM,38.34,22.13,56.7
2/9/2023 12:00 PM,39.43,22.56,79.0
2/9/2023 1:00 AM,42.15,23.53,57.4
2/9/2023 1:00 PM,37.66,20.68,80.9
2/9/2023 2:00 AM,43.62,25.04,38.4
2/9/2023 2:00 PM,35.26,18.61,25.7
2/9/2023 3:00 AM,44.48,25.58,14.2
2/9/2023 3:00 PM,34.21,19.1,69.0
2/9/2023 4:00 AM,45.05,26.48,12.5
2/9/2023 4:00 PM,31.34,17.22,32.9
2/9/2023 5:00 AM,48.01,26.63,43.9
2/9/2023 5:00 PM,33.25,16.84,74.2
2/9/2023 6:00 AM,48.07,27.13,16.8
2/9/2023 6:00 PM,31.46,16.7,89.8
2/9/2023 7:00 AM,47.06,26.66,58.5
2/9/2023 7:00 PM,32.94,17.86,12.4
2/9/2023 8:00 AM,48.21,26.64,80.5
2/9/2023 8:00 PM,32.97,16.6,81.8
2/9/2023 9:00 AM,44.04,25.35,80.6
2/9/2023 9:00 PM,34.37,20.03,59.8
